,Unnamed: 0,img,difficulty_score,split,root_output_dir,img_file,meta_file,xml_file,xml_path,labels,stimulus,set_size,has_label,target_condition
11101,11101,2011_002251,3.1,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002251.jpg,none,Annotations/2011_002251.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002251.xml,[18],VSD,1,False,absent
11102,11102,2011_002252,3.51,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002252.jpg,none,Annotations/2011_002252.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002252.xml,[13],VSD,1,False,absent
11103,11103,2011_002253,3.18,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002253.jpg,none,Annotations/2011_002253.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002253.xml,[6],VSD,1,False,absent
11104,11104,2011_002260,3.74,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002260.jpg,none,Annotations/2011_002260.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002260.xml,"[8, 8]",VSD,2,False,absent
11105,11105,2011_002265,2.877275,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002265.jpg,none,Annotations/2011_002265.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002265.xml,[2],VSD,1,False,absent
11106,11106,2011_002268,3.427521,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002268.jpg,none,Annotations/2011_002268.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002268.xml,"[17, 19, 17]",VSD,3,False,absent
11107,11107,2011_002269,2.84,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002269.jpg,none,Annotations/2011_002269.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002269.xml,[0],VSD,1,False,absent
11108,11108,2011_002270,3.275169,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002270.jpg,none,Annotations/2011_002270.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002270.xml,"[8, 8, 8, 8]",VSD,4,False,absent
11109,11109,2011_002272,3.29,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002272.jpg,none,Annotations/2011_002272.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002272.xml,"[9, 9, 9]",VSD,3,False,absent
11110,11110,2011_002273,3.259035,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002273.jpg,none,Annotations/2011_002273.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002273.xml,[14],VSD,1,False,absent
11111,11111,2011_002276,2.985242,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002276.jpg,none,Annotations/2011_002276.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002276.xml,[7],VSD,1,False,absent
11112,11112,2011_002278,3.4,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002278.jpg,none,Annotations/2011_002278.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002278.xml,"[18, 14]",VSD,2,False,absent
11113,11113,2011_002279,3.04,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002279.jpg,none,Annotations/2011_002279.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002279.xml,[11],VSD,1,True,present
11114,11114,2011_002280,3.22,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002280.jpg,none,Annotations/2011_002280.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002280.xml,[18],VSD,1,False,absent
11115,11115,2011_002281,3.189666,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002281.jpg,none,Annotations/2011_002281.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002281.xml,[1],VSD,1,False,absent
11116,11116,2011_002284,3.11,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002284.jpg,none,Annotations/2011_002284.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002284.xml,"[0, 0]",VSD,2,False,absent
11117,11117,2011_002291,3.43,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002291.jpg,none,Annotations/2011_002291.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002291.xml,"[17, 14, 14, 14, 14]",VSD,5,False,absent
11118,11118,2011_002292,3.26,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002292.jpg,none,Annotations/2011_002292.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002292.xml,[19],VSD,1,False,absent
11119,11119,2011_002294,3.52,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002294.jpg,none,Annotations/2011_002294.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002294.xml,"[18, 18, 18]",VSD,3,False,absent
11120,11120,2011_002295,2.93,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002295.jpg,none,Annotations/2011_002295.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002295.xml,[2],VSD,1,False,absent
11121,11121,2011_002298,3.25,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002298.jpg,none,Annotations/2011_002298.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002298.xml,"[11, 8]",VSD,2,True,present
11122,11122,2011_002300,2.89,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002300.jpg,none,Annotations/2011_002300.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002300.xml,[11],VSD,1,True,present
11123,11123,2011_002301,3.294544,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002301.jpg,none,Annotations/2011_002301.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002301.xml,"[4, 4, 14]",VSD,3,False,absent
11124,11124,2011_002303,3.229078,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002303.jpg,none,Annotations/2011_002303.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002303.xml,"[6, 14, 14]",VSD,3,False,absent
11125,11125,2011_002308,3.035843,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002308.jpg,none,Annotations/2011_002308.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002308.xml,[14],VSD,1,False,absent
11126,11126,2011_002312,3.313717,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002312.jpg,none,Annotations/2011_002312.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002312.xml,[14],VSD,1,False,absent
11127,11127,2011_002317,3.217277,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002317.jpg,none,Annotations/2011_002317.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002317.xml,"[14, 14, 14]",VSD,3,False,absent
11128,11128,2011_002318,3.556017,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002318.jpg,none,Annotations/2011_002318.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002318.xml,"[15, 15, 4]",VSD,3,False,absent
11129,11129,2011_002322,3.08,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002322.jpg,none,Annotations/2011_002322.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002322.xml,"[6, 13, 14, 14]",VSD,4,False,absent
11130,11130,2011_002324,2.91,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002324.jpg,none,Annotations/2011_002324.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002324.xml,[4],VSD,1,False,absent
11131,11131,2011_002325,3.429159,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002325.jpg,none,Annotations/2011_002325.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002325.xml,[1],VSD,1,False,absent
11132,11132,2011_002327,3.37,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002327.jpg,none,Annotations/2011_002327.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002327.xml,"[0, 14, 14, 14]",VSD,4,False,absent
11133,11133,2011_002330,3.4,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002330.jpg,none,Annotations/2011_002330.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002330.xml,"[5, 14, 14, 14, 14, 5, 5]",VSD,7,False,absent
11134,11134,2011_002335,3.330517,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002335.jpg,none,Annotations/2011_002335.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002335.xml,"[8, 17, 14, 14, 14]",VSD,5,False,absent
11135,11135,2011_002341,3.016114,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002341.jpg,none,Annotations/2011_002341.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002341.xml,"[12, 14]",VSD,2,False,absent
11136,11136,2011_002343,3.16,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002343.jpg,none,Annotations/2011_002343.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002343.xml,"[8, 14]",VSD,2,False,absent
11137,11137,2011_002346,3.312203,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002346.jpg,none,Annotations/2011_002346.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002346.xml,[0],VSD,1,False,absent
11138,11138,2011_002347,3.159871,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002347.jpg,none,Annotations/2011_002347.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002347.xml,"[7, 2]",VSD,2,False,absent
11139,11139,2011_002348,3.34,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002348.jpg,none,Annotations/2011_002348.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002348.xml,"[4, 8, 10, 14, 14, 8]",VSD,6,False,absent
11140,11140,2011_002350,3.42,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002350.jpg,none,Annotations/2011_002350.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002350.xml,"[15, 15, 15, 15]",VSD,4,False,absent
11141,11141,2011_002357,3.162521,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002357.jpg,none,Annotations/2011_002357.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002357.xml,[13],VSD,1,False,absent
11142,11142,2011_002358,3.36,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002358.jpg,none,Annotations/2011_002358.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002358.xml,"[4, 10, 14, 14, 14, 14, 14, 8, 8, 8, 8]",VSD,11,False,absent
11143,11143,2011_002359,3.45,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002359.jpg,none,Annotations/2011_002359.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002359.xml,"[17, 14, 14, 14, 4]",VSD,5,False,absent
11144,11144,2011_002362,3.05,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002362.jpg,none,Annotations/2011_002362.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002362.xml,"[12, 12]",VSD,2,False,absent
11145,11145,2011_002365,3.44,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002365.jpg,none,Annotations/2011_002365.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002365.xml,"[14, 14, 14, 14, 14]",VSD,5,False,absent
11146,11146,2011_002366,3.09273,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002366.jpg,none,Annotations/2011_002366.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002366.xml,[6],VSD,1,False,absent
11147,11147,2011_002371,2.707496,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002371.jpg,none,Annotations/2011_002371.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002371.xml,[11],VSD,1,True,present
11148,11148,2011_002379,3.26,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002379.jpg,none,Annotations/2011_002379.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002379.xml,[18],VSD,1,False,absent
11149,11149,2011_002380,3.294433,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002380.jpg,none,Annotations/2011_002380.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002380.xml,[0],VSD,1,False,absent
11150,11150,2011_002381,3.12,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002381.jpg,none,Annotations/2011_002381.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002381.xml,"[2, 2, 2]",VSD,3,False,absent
11151,11151,2011_002384,3.24,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002384.jpg,none,Annotations/2011_002384.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002384.xml,"[5, 6, 6]",VSD,3,False,absent
11152,11152,2011_002385,3.24,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002385.jpg,none,Annotations/2011_002385.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002385.xml,[18],VSD,1,False,absent
11153,11153,2011_002386,3.3,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002386.jpg,none,Annotations/2011_002386.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002386.xml,"[15, 8, 14]",VSD,3,False,absent
11154,11154,2011_002387,3.42,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002387.jpg,none,Annotations/2011_002387.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002387.xml,[4],VSD,1,False,absent
11155,11155,2011_002388,3.41,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002388.jpg,none,Annotations/2011_002388.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002388.xml,"[1, 6]",VSD,2,False,absent
11156,11156,2011_002389,3.19,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002389.jpg,none,Annotations/2011_002389.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002389.xml,[7],VSD,1,False,absent
11157,11157,2011_002391,4.01,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002391.jpg,none,Annotations/2011_002391.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002391.xml,"[15, 8, 17, 8, 8]",VSD,5,False,absent
11158,11158,2011_002393,3.3,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002393.jpg,none,Annotations/2011_002393.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002393.xml,"[14, 14]",VSD,2,False,absent
11159,11159,2011_002394,3.37,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002394.jpg,none,Annotations/2011_002394.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002394.xml,"[4, 8, 8, 8, 10, 14, 14, 14, 14]",VSD,9,False,absent
11160,11160,2011_002395,3.01,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002395.jpg,none,Annotations/2011_002395.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002395.xml,[17],VSD,1,False,absent
11161,11161,2011_002396,3.26,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002396.jpg,none,Annotations/2011_002396.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002396.xml,[18],VSD,1,False,absent
11162,11162,2011_002397,3.27,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002397.jpg,none,Annotations/2011_002397.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002397.xml,"[14, 14, 14]",VSD,3,False,absent
11163,11163,2011_002398,2.882203,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002398.jpg,none,Annotations/2011_002398.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002398.xml,[11],VSD,1,True,present
11164,11164,2011_002402,3.46,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002402.jpg,none,Annotations/2011_002402.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002402.xml,[13],VSD,1,False,absent
11165,11165,2011_002406,3.13,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002406.jpg,none,Annotations/2011_002406.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002406.xml,[1],VSD,1,False,absent
11166,11166,2011_002407,2.66,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002407.jpg,none,Annotations/2011_002407.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002407.xml,[2],VSD,1,False,absent
11167,11167,2011_002409,3.197683,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002409.jpg,none,Annotations/2011_002409.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002409.xml,[7],VSD,1,False,absent
11168,11168,2011_002410,3.08,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002410.jpg,none,Annotations/2011_002410.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002410.xml,[6],VSD,1,False,absent
11169,11169,2011_002413,3.33,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002413.jpg,none,Annotations/2011_002413.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002413.xml,"[13, 14, 14, 14, 14, 14]",VSD,6,False,absent
11170,11170,2011_002414,3.2865010000000003,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002414.jpg,none,Annotations/2011_002414.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002414.xml,"[11, 17]",VSD,2,True,present
11171,11171,2011_002418,3.35,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002418.jpg,none,Annotations/2011_002418.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002418.xml,"[14, 19]",VSD,2,False,absent
11172,11172,2011_002419,3.010415,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002419.jpg,none,Annotations/2011_002419.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002419.xml,[11],VSD,1,True,present
11173,11173,2011_002420,3.41,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002420.jpg,none,Annotations/2011_002420.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002420.xml,"[6, 14]",VSD,2,False,absent
11174,11174,2011_002421,3.75,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002421.jpg,none,Annotations/2011_002421.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002421.xml,[3],VSD,1,False,absent
11175,11175,2011_002422,3.42,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002422.jpg,none,Annotations/2011_002422.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002422.xml,"[8, 10, 8, 4, 8, 14]",VSD,6,False,absent
11176,11176,2011_002429,3.302283,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002429.jpg,none,Annotations/2011_002429.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002429.xml,"[14, 14]",VSD,2,False,absent
11177,11177,2011_002433,3.68,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002433.jpg,none,Annotations/2011_002433.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002433.xml,"[11, 4]",VSD,2,True,present
11178,11178,2011_002435,4.13,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002435.jpg,none,Annotations/2011_002435.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002435.xml,"[17, 14, 14]",VSD,3,False,absent
11179,11179,2011_002436,3.072106,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002436.jpg,none,Annotations/2011_002436.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002436.xml,"[17, 14, 14]",VSD,3,False,absent
11180,11180,2011_002443,4.991263,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002443.jpg,none,Annotations/2011_002443.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002443.xml,"[15, 15, 15, 15, 14, 14, 14, 14, 8, 14, 8, 8, 8]",VSD,13,False,absent
11181,11181,2011_002447,3.17,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002447.jpg,none,Annotations/2011_002447.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002447.xml,"[16, 16, 16]",VSD,3,False,absent
11182,11182,2011_002448,3.24,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002448.jpg,none,Annotations/2011_002448.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002448.xml,[12],VSD,1,False,absent
11183,11183,2011_002453,3.16,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002453.jpg,none,Annotations/2011_002453.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002453.xml,[15],VSD,1,False,absent
11184,11184,2011_002455,3.42,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002455.jpg,none,Annotations/2011_002455.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002455.xml,"[1, 14, 14, 14]",VSD,4,False,absent
11185,11185,2011_002457,3.34,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002457.jpg,none,Annotations/2011_002457.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002457.xml,[5],VSD,1,False,absent
11186,11186,2011_002458,3.4,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002458.jpg,none,Annotations/2011_002458.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002458.xml,[2],VSD,1,False,absent
11187,11187,2011_002459,3.42,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002459.jpg,none,Annotations/2011_002459.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002459.xml,"[3, 3, 14]",VSD,3,False,absent
11188,11188,2011_002460,3.25,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002460.jpg,none,Annotations/2011_002460.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002460.xml,[5],VSD,1,False,absent
11189,11189,2011_002461,3.099931,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002461.jpg,none,Annotations/2011_002461.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002461.xml,[7],VSD,1,False,absent
11190,11190,2011_002462,3.59,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002462.jpg,none,Annotations/2011_002462.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002462.xml,"[19, 10, 14, 8, 8, 8, 4]",VSD,7,False,absent
11191,11191,2011_002463,3.26,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002463.jpg,none,Annotations/2011_002463.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002463.xml,"[2, 2]",VSD,2,False,absent
11192,11192,2011_002464,4.857043,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002464.jpg,none,Annotations/2011_002464.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002464.xml,"[16, 16, 16, 2]",VSD,4,False,absent
11193,11193,2011_002470,3.06,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002470.jpg,none,Annotations/2011_002470.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002470.xml,[0],VSD,1,False,absent
11194,11194,2011_002474,3.55,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002474.jpg,none,Annotations/2011_002474.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002474.xml,"[14, 14, 14]",VSD,3,False,absent
11195,11195,2011_002476,3.166646,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002476.jpg,none,Annotations/2011_002476.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002476.xml,"[13, 14]",VSD,2,False,absent
11196,11196,2011_002479,3.48,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002479.jpg,none,Annotations/2011_002479.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002479.xml,"[13, 13, 14, 14]",VSD,4,False,absent
11197,11197,2011_002482,3.379865,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2011_002482.jpg,none,Annotations/2011_002482.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2011_002482.xml,"[4, 14, 14, 14, 14, 14, 14, 4, 4, 14]",VSD,10,False,absent
